circuit_index,noisy_counts,ideal_counts
3000,"{""01001"": 79, ""11000"": 6, ""10000"": 18, ""00001"": 541, ""11110"": 3, ""01000"": 33, ""00000"": 51, ""10001"": 69, ""01010"": 4, ""10101"": 14, ""00101"": 23, ""01011"": 17, ""11001"": 19, ""10011"": 10, ""00011"": 33, ""11010"": 7, ""01100"": 7, ""01111"": 13, ""00110"": 2, ""11111"": 7, ""00010"": 13, ""00100"": 8, ""10010"": 2, ""00111"": 3, ""10100"": 4, ""01110"": 3, ""11011"": 4, ""11101"": 2, ""10111"": 1, ""01101"": 2, ""10110"": 1, ""11100"": 1}","{""00001"": 970, ""01000"": 30}"
3001,"{""010"": 4, ""101"": 406, ""001"": 47, ""100"": 455, ""110"": 16, ""000"": 50, ""011"": 7, ""111"": 15}","{""101"": 446, ""100"": 479, ""001"": 39, ""000"": 36}"
3002,"{""10"": 321, ""11"": 526, ""01"": 100, ""00"": 53}","{""10"": 330, ""11"": 513, ""01"": 100, ""00"": 57}"
3003,"{""10"": 265, ""00"": 704, ""01"": 24, ""11"": 7}","{""10"": 281, ""00"": 691, ""01"": 21, ""11"": 7}"
3004,"{""0000"": 214, ""1000"": 242, ""1010"": 16, ""0001"": 225, ""1001"": 212, ""0100"": 12, ""1101"": 11, ""0011"": 16, ""1011"": 11, ""1100"": 9, ""0101"": 12, ""0010"": 8, ""0111"": 7, ""1110"": 1, ""0110"": 4}","{""0001"": 217, ""1001"": 276, ""0000"": 246, ""1000"": 261}"
3005,"{""00001"": 4, ""11000"": 360, ""11011"": 73, ""10011"": 47, ""11101"": 55, ""10100"": 72, ""11001"": 38, ""11010"": 37, ""01011"": 6, ""01001"": 12, ""00110"": 2, ""01010"": 5, ""10001"": 41, ""11110"": 24, ""10101"": 23, ""10111"": 18, ""11111"": 13, ""10000"": 33, ""11100"": 36, ""01000"": 23, ""01100"": 8, ""01101"": 10, ""10010"": 11, ""00010"": 6, ""10110"": 15, ""00100"": 3, ""01110"": 3, ""01111"": 5, ""00101"": 7, ""00000"": 5, ""00011"": 2, ""00111"": 3}","{""11000"": 574, ""10011"": 40, ""11101"": 70, ""10100"": 95, ""11011"": 121, ""11111"": 4, ""01101"": 16, ""10001"": 22, ""10111"": 19, ""10010"": 5, ""00101"": 9, ""01000"": 13, ""01011"": 1, ""10110"": 7, ""00000"": 4}"
3006,"{""10"": 152, ""01"": 193, ""11"": 604, ""00"": 51}","{""11"": 628, ""10"": 133, ""01"": 191, ""00"": 48}"
3007,"{""00000"": 274, ""11000"": 22, ""10000"": 289, ""00010"": 68, ""10010"": 77, ""00100"": 25, ""00110"": 11, ""10100"": 19, ""11100"": 9, ""00001"": 28, ""11011"": 4, ""01100"": 9, ""11010"": 14, ""01001"": 5, ""10101"": 9, ""10001"": 34, ""11110"": 14, ""10110"": 10, ""00011"": 6, ""01000"": 27, ""01110"": 9, ""01010"": 12, ""00111"": 9, ""00101"": 5, ""01111"": 3, ""11001"": 4, ""11111"": 1, ""11101"": 1, ""10111"": 1, ""01011"": 1}","{""10010"": 97, ""00010"": 111, ""10000"": 387, ""00000"": 405}"
3008,"{""100"": 427, ""010"": 256, ""111"": 23, ""101"": 189, ""011"": 22, ""001"": 15, ""000"": 40, ""110"": 28}","{""010"": 286, ""100"": 495, ""101"": 214, ""000"": 5}"
3009,"{""10111"": 38, ""01111"": 166, ""00110"": 119, ""00010"": 14, ""01011"": 24, ""01110"": 133, ""10010"": 9, ""00111"": 138, ""00011"": 28, ""01010"": 27, ""01001"": 9, ""11100"": 7, ""01000"": 4, ""10110"": 45, ""00100"": 26, ""01101"": 21, ""11010"": 10, ""10101"": 8, ""11110"": 58, ""11101"": 6, ""11111"": 52, ""11001"": 4, ""00101"": 22, ""10001"": 4, ""00000"": 3, ""10100"": 3, ""01100"": 11, ""11011"": 4, ""10011"": 4, ""00001"": 1, ""10000"": 2}","{""10111"": 50, ""01111"": 176, ""00110"": 187, ""11111"": 64, ""00111"": 185, ""01110"": 166, ""11110"": 53, ""01100"": 13, ""10100"": 6, ""10110"": 46, ""00101"": 5, ""11101"": 9, ""10101"": 5, ""11100"": 6, ""00100"": 13, ""01101"": 16}"
