circuit_index,noisy_counts,ideal_counts
2672,"{""1001"": 15, ""1010"": 630, ""1000"": 85, ""1110"": 24, ""0010"": 92, ""1011"": 42, ""0100"": 8, ""0110"": 18, ""0000"": 22, ""0111"": 7, ""1101"": 4, ""1100"": 15, ""0101"": 2, ""0001"": 4, ""1111"": 26, ""0011"": 6}","{""1010"": 876, ""0000"": 1, ""1000"": 67, ""0010"": 56}"
2673,"{""01"": 252, ""00"": 335, ""10"": 241, ""11"": 172}","{""11"": 157, ""01"": 244, ""00"": 335, ""10"": 264}"
2674,"{""00000"": 413, ""01000"": 339, ""01100"": 31, ""00100"": 26, ""11000"": 12, ""01010"": 20, ""10000"": 17, ""01110"": 15, ""10001"": 6, ""10010"": 8, ""00010"": 29, ""00011"": 6, ""00110"": 15, ""10011"": 4, ""00001"": 15, ""01001"": 15, ""01101"": 1, ""10100"": 4, ""01111"": 7, ""11010"": 4, ""11101"": 2, ""11100"": 2, ""00111"": 2, ""10101"": 1, ""11001"": 5, ""10111"": 1}","{""01000"": 494, ""00000"": 506}"
2675,"{""11011"": 13, ""00011"": 146, ""01100"": 33, ""01011"": 97, ""01001"": 98, ""00001"": 175, ""00000"": 11, ""00101"": 44, ""00111"": 52, ""11100"": 5, ""01010"": 75, ""00010"": 14, ""01000"": 65, ""10001"": 15, ""01111"": 29, ""11010"": 6, ""10011"": 12, ""00110"": 3, ""01101"": 33, ""10111"": 2, ""01110"": 30, ""11001"": 12, ""11000"": 5, ""10010"": 4, ""11111"": 3, ""10110"": 7, ""10101"": 1, ""10100"": 5, ""11101"": 2, ""00100"": 2, ""11110"": 1}","{""01011"": 120, ""01010"": 83, ""00001"": 194, ""00111"": 48, ""00011"": 184, ""00101"": 73, ""01110"": 16, ""01000"": 76, ""01001"": 117, ""01100"": 22, ""01111"": 32, ""01101"": 29, ""10110"": 2, ""10100"": 3, ""11101"": 1}"
2676,"{""1110"": 472, ""0010"": 8, ""1111"": 22, ""0110"": 453, ""0100"": 11, ""1101"": 8, ""0011"": 2, ""1010"": 6, ""0111"": 11, ""1001"": 2, ""0000"": 1, ""1011"": 1, ""1100"": 2, ""0101"": 1}","{""1110"": 522, ""0110"": 478}"
2677,"{""11"": 394, ""01"": 524, ""00"": 39, ""10"": 43}","{""01"": 524, ""11"": 417, ""00"": 34, ""10"": 25}"
2678,"{""10110"": 105, ""00111"": 104, ""11111"": 8, ""11000"": 29, ""01010"": 53, ""10111"": 119, ""00110"": 97, ""11011"": 55, ""00100"": 43, ""10101"": 54, ""01001"": 18, ""10010"": 7, ""11010"": 54, ""01000"": 12, ""00101"": 41, ""10100"": 43, ""11110"": 10, ""00010"": 7, ""01111"": 7, ""01100"": 5, ""10001"": 4, ""01011"": 56, ""00011"": 10, ""00001"": 3, ""10011"": 8, ""11001"": 24, ""11101"": 3, ""00000"": 3, ""01101"": 4, ""11100"": 5, ""01110"": 8, ""10000"": 1}","{""01001"": 16, ""11010"": 70, ""00110"": 112, ""10111"": 140, ""00111"": 134, ""11111"": 5, ""10110"": 134, ""10100"": 42, ""01000"": 20, ""11011"": 49, ""01010"": 64, ""10101"": 44, ""00010"": 4, ""01011"": 47, ""00101"": 39, ""11000"": 10, ""00100"": 34, ""11001"": 11, ""11110"": 5, ""11100"": 2, ""10000"": 1, ""01111"": 4, ""01110"": 3, ""11101"": 3, ""10001"": 1, ""01101"": 2, ""01100"": 1, ""10010"": 2, ""10011"": 1}"
2680,"{""0111"": 492, ""1111"": 13, ""0110"": 31, ""0000"": 276, ""1001"": 10, ""0001"": 44, ""0010"": 41, ""0101"": 25, ""1010"": 16, ""0011"": 17, ""1100"": 4, ""1000"": 15, ""1101"": 1, ""0100"": 9, ""1011"": 2, ""1110"": 4}","{""0111"": 703, ""0000"": 297}"
2685,"{""000"": 429, ""100"": 27, ""010"": 446, ""110"": 28, ""111"": 10, ""001"": 18, ""011"": 25, ""101"": 17}","{""000"": 482, ""010"": 518}"
2686,"{""00"": 722, ""10"": 178, ""11"": 87, ""01"": 13}","{""10"": 134, ""00"": 750, ""11"": 110, ""01"": 6}"
2687,"{""00"": 510, ""10"": 484, ""01"": 3, ""11"": 3}","{""10"": 482, ""00"": 518}"
2688,"{""10"": 503, ""00"": 68, ""11"": 375, ""01"": 54}","{""10"": 501, ""11"": 390, ""01"": 55, ""00"": 54}"
2690,"{""00"": 385, ""11"": 59, ""10"": 64, ""01"": 492}","{""00"": 406, ""01"": 512, ""10"": 41, ""11"": 41}"
2692,"{""1011"": 14, ""0010"": 397, ""0011"": 28, ""1000"": 35, ""0000"": 408, ""1001"": 15, ""1010"": 28, ""0111"": 8, ""0001"": 16, ""1100"": 8, ""0100"": 19, ""1111"": 3, ""0110"": 19, ""0101"": 1, ""1110"": 1}","{""0000"": 476, ""0010"": 524}"
2693,"{""00100"": 10, ""10001"": 14, ""00000"": 143, ""10000"": 12, ""00001"": 562, ""01001"": 66, ""10011"": 14, ""10010"": 9, ""00011"": 26, ""01000"": 28, ""10101"": 3, ""01011"": 14, ""01010"": 11, ""00101"": 19, ""01101"": 8, ""11001"": 12, ""00111"": 6, ""10100"": 2, ""11000"": 2, ""00010"": 11, ""10110"": 2, ""00110"": 1, ""11100"": 3, ""11010"": 3, ""11011"": 6, ""11110"": 1, ""01111"": 2, ""11101"": 3, ""01100"": 5, ""10111"": 1, ""01110"": 1}","{""01001"": 37, ""00001"": 744, ""01000"": 9, ""00000"": 210}"
2694,"{""110"": 73, ""010"": 271, ""111"": 590, ""101"": 19, ""011"": 34, ""000"": 9, ""100"": 2, ""001"": 2}","{""111"": 641, ""010"": 282, ""011"": 20, ""110"": 57}"
2695,"{""111"": 582, ""000"": 188, ""101"": 27, ""001"": 67, ""010"": 39, ""110"": 32, ""011"": 29, ""100"": 36}","{""111"": 787, ""000"": 177, ""001"": 36}"
2699,"{""0110"": 28, ""0000"": 29, ""0011"": 242, ""0010"": 260, ""1011"": 93, ""1010"": 74, ""1101"": 86, ""1110"": 79, ""1100"": 6, ""0001"": 18, ""1000"": 12, ""1001"": 16, ""0111"": 30, ""0101"": 9, ""1111"": 12, ""0100"": 6}","{""1010"": 81, ""1101"": 105, ""0010"": 319, ""1011"": 82, ""0011"": 300, ""1110"": 113}"
2701,"{""11101"": 5, ""11000"": 5, ""10000"": 33, ""01001"": 85, ""00001"": 245, ""00000"": 262, ""01101"": 20, ""00100"": 30, ""01000"": 92, ""00011"": 17, ""10001"": 37, ""00110"": 10, ""10100"": 15, ""00101"": 43, ""01110"": 4, ""01010"": 8, ""11001"": 3, ""10111"": 4, ""11100"": 6, ""01100"": 15, ""11010"": 2, ""01011"": 6, ""00010"": 20, ""10010"": 3, ""10011"": 5, ""00111"": 9, ""10101"": 10, ""11111"": 1, ""11011"": 2, ""11110"": 1, ""01111"": 1, ""10110"": 1}","{""01000"": 107, ""00000"": 391, ""00001"": 384, ""01001"": 118}"
2702,"{""1011"": 56, ""0010"": 50, ""1001"": 118, ""1010"": 121, ""1110"": 110, ""0101"": 54, ""0011"": 55, ""0111"": 56, ""0100"": 48, ""0001"": 55, ""1111"": 25, ""1000"": 101, ""1101"": 19, ""1100"": 24, ""0110"": 59, ""0000"": 49}","{""0000"": 51, ""1000"": 156, ""1010"": 126, ""1001"": 117, ""1011"": 32, ""1110"": 111, ""0101"": 45, ""0110"": 60, ""0111"": 57, ""0010"": 43, ""1100"": 15, ""0001"": 52, ""1111"": 21, ""0011"": 49, ""0100"": 52, ""1101"": 13}"
2704,"{""00"": 800, ""10"": 148, ""11"": 10, ""01"": 42}","{""00"": 883, ""10"": 117}"
2705,"{""1011"": 87, ""0010"": 133, ""1010"": 49, ""0110"": 280, ""0000"": 28, ""1101"": 34, ""0100"": 31, ""1110"": 85, ""1111"": 194, ""0011"": 7, ""1100"": 19, ""0001"": 8, ""1001"": 20, ""1000"": 6, ""0101"": 10, ""0111"": 9}","{""1111"": 245, ""0110"": 361, ""0010"": 144, ""1011"": 92, ""1110"": 77, ""1010"": 36, ""0100"": 15, ""1101"": 13, ""1000"": 2, ""0000"": 4, ""1100"": 3, ""1001"": 8}"
2706,"{""00"": 795, ""10"": 139, ""01"": 52, ""11"": 14}","{""00"": 817, ""10"": 183}"
2708,"{""101"": 74, ""111"": 492, ""001"": 299, ""011"": 124, ""000"": 6, ""110"": 3, ""100"": 1, ""010"": 1}","{""001"": 286, ""111"": 536, ""011"": 121, ""101"": 57}"
2709,"{""111"": 660, ""010"": 108, ""101"": 71, ""100"": 44, ""000"": 25, ""110"": 38, ""001"": 17, ""011"": 37}","{""111"": 747, ""101"": 60, ""010"": 120, ""011"": 13, ""000"": 12, ""100"": 48}"
2710,"{""11"": 254, ""00"": 257, ""10"": 249, ""01"": 240}","{""00"": 250, ""11"": 279, ""10"": 239, ""01"": 232}"
2711,"{""11011"": 11, ""00011"": 660, ""00001"": 58, ""11111"": 4, ""00111"": 36, ""10011"": 50, ""01011"": 40, ""00000"": 45, ""00100"": 11, ""01111"": 11, ""01010"": 2, ""00010"": 25, ""10000"": 6, ""10001"": 8, ""01000"": 6, ""00101"": 6, ""10111"": 3, ""11100"": 1, ""01001"": 6, ""10010"": 2, ""10101"": 1, ""11000"": 2, ""00110"": 3, ""11001"": 1, ""10100"": 1, ""01101"": 1}","{""00011"": 1000}"
2712,"{""10"": 461, ""01"": 148, ""00"": 300, ""11"": 91}","{""00"": 290, ""10"": 470, ""01"": 153, ""11"": 87}"
2713,"{""00101"": 15, ""01110"": 56, ""10111"": 13, ""01111"": 618, ""00111"": 31, ""11111"": 23, ""10101"": 33, ""01101"": 54, ""11101"": 23, ""00001"": 6, ""01100"": 17, ""01001"": 11, ""11000"": 2, ""11010"": 8, ""01011"": 32, ""11011"": 5, ""00110"": 3, ""11110"": 7, ""10000"": 3, ""10100"": 7, ""01010"": 5, ""11001"": 4, ""10001"": 9, ""00011"": 2, ""11100"": 6, ""10110"": 1, ""01000"": 1, ""00100"": 3, ""00010"": 2}","{""01111"": 980, ""01110"": 14, ""00101"": 6}"
2714,"{""0100"": 57, ""1101"": 120, ""0000"": 148, ""0011"": 45, ""1001"": 399, ""1111"": 55, ""0010"": 15, ""1011"": 40, ""1010"": 8, ""0111"": 19, ""0001"": 23, ""1100"": 12, ""0110"": 24, ""1110"": 6, ""1000"": 21, ""0101"": 8}","{""1001"": 516, ""1000"": 14, ""0000"": 134, ""1101"": 162, ""0110"": 13, ""1111"": 46, ""1100"": 7, ""0011"": 53, ""0100"": 31, ""0111"": 16, ""0101"": 8}"
2715,"{""0111"": 82, ""0010"": 92, ""1000"": 71, ""0000"": 76, ""1100"": 101, ""1111"": 5, ""0001"": 59, ""1110"": 80, ""0100"": 75, ""0101"": 55, ""1010"": 62, ""1011"": 72, ""0011"": 13, ""1101"": 54, ""0110"": 57, ""1001"": 46}","{""1100"": 82, ""0101"": 49, ""1110"": 85, ""0010"": 79, ""1011"": 80, ""1001"": 47, ""1000"": 68, ""1101"": 52, ""0111"": 76, ""0000"": 98, ""0100"": 67, ""0001"": 60, ""1111"": 15, ""0110"": 64, ""1010"": 64, ""0011"": 14}"
