circuit_index,noisy_counts,ideal_counts
3319,"{""000"": 174, ""110"": 217, ""101"": 83, ""100"": 284, ""010"": 47, ""001"": 112, ""111"": 52, ""011"": 31}","{""001"": 124, ""100"": 314, ""110"": 223, ""101"": 55, ""010"": 32, ""000"": 190, ""011"": 19, ""111"": 43}"
3321,"{""11"": 486, ""01"": 392, ""10"": 106, ""00"": 16}","{""01"": 361, ""11"": 528, ""10"": 109, ""00"": 2}"
3322,"{""011"": 886, ""001"": 16, ""111"": 17, ""000"": 52, ""010"": 20, ""101"": 3, ""100"": 3, ""110"": 3}","{""011"": 932, ""000"": 68}"
3323,"{""000"": 432, ""100"": 413, ""110"": 36, ""111"": 20, ""011"": 15, ""001"": 25, ""101"": 20, ""010"": 39}","{""100"": 496, ""000"": 504}"
3324,"{""0010"": 125, ""1011"": 161, ""0000"": 172, ""1000"": 181, ""0110"": 35, ""1101"": 46, ""0101"": 25, ""1110"": 37, ""0100"": 60, ""1010"": 14, ""1001"": 16, ""0001"": 9, ""1100"": 42, ""0111"": 33, ""0011"": 17, ""1111"": 27}","{""0100"": 70, ""1000"": 213, ""0000"": 164, ""0010"": 100, ""1011"": 227, ""1110"": 42, ""1010"": 3, ""1100"": 36, ""0111"": 23, ""1111"": 36, ""0101"": 23, ""0110"": 26, ""1101"": 37}"
3325,"{""1101"": 700, ""1000"": 121, ""0011"": 17, ""1100"": 27, ""1111"": 19, ""1010"": 13, ""1001"": 41, ""0101"": 11, ""0001"": 8, ""1011"": 10, ""0111"": 21, ""0000"": 4, ""0100"": 5, ""0110"": 1, ""1110"": 2}","{""1101"": 847, ""1000"": 153}"
3327,"{""01"": 732, ""11"": 109, ""10"": 147, ""00"": 12}","{""01"": 743, ""10"": 140, ""11"": 117}"
3328,"{""01100"": 15, ""10000"": 34, ""01010"": 233, ""00000"": 247, ""01000"": 50, ""01111"": 42, ""10100"": 17, ""00010"": 49, ""01011"": 25, ""00100"": 37, ""00111"": 13, ""01001"": 10, ""10101"": 17, ""01110"": 26, ""00001"": 26, ""11010"": 33, ""00101"": 14, ""11111"": 19, ""11011"": 8, ""11101"": 5, ""11000"": 4, ""10010"": 12, ""00011"": 8, ""10111"": 8, ""00110"": 10, ""11110"": 14, ""10001"": 7, ""10011"": 4, ""11100"": 7, ""10110"": 1, ""01101"": 4, ""11001"": 1}","{""01000"": 85, ""00000"": 428, ""01010"": 412, ""00010"": 75}"
3329,"{""1100"": 46, ""0000"": 234, ""1101"": 115, ""1010"": 19, ""1001"": 29, ""1011"": 326, ""0111"": 22, ""1111"": 16, ""1110"": 68, ""0101"": 18, ""0001"": 52, ""0010"": 8, ""0100"": 16, ""1000"": 10, ""0110"": 7, ""0011"": 14}","{""0101"": 8, ""1110"": 107, ""0000"": 278, ""1101"": 120, ""1011"": 372, ""0001"": 71, ""1100"": 30, ""0111"": 6, ""1001"": 7, ""0110"": 1}"
3331,"{""01"": 144, ""10"": 54, ""00"": 690, ""11"": 112}","{""00"": 691, ""01"": 126, ""10"": 53, ""11"": 130}"
