circuit_index,noisy_counts,ideal_counts
1341,"{""000"": 150, ""011"": 76, ""001"": 55, ""100"": 219, ""110"": 224, ""010"": 155, ""101"": 60, ""111"": 61}","{""100"": 243, ""110"": 235, ""111"": 70, ""011"": 44, ""010"": 151, ""101"": 62, ""001"": 45, ""000"": 150}"
1343,"{""000"": 910, ""111"": 16, ""100"": 20, ""101"": 6, ""001"": 28, ""010"": 15, ""110"": 1, ""011"": 4}","{""000"": 1000}"
1344,"{""1001"": 2, ""1010"": 819, ""1101"": 6, ""1110"": 32, ""1111"": 20, ""0111"": 5, ""0010"": 20, ""1011"": 41, ""0110"": 9, ""0011"": 19, ""1000"": 21, ""0000"": 1, ""0001"": 1, ""1100"": 4}","{""1010"": 1000}"
1345,"{""01"": 466, ""00"": 523, ""11"": 7, ""10"": 4}","{""01"": 499, ""00"": 500, ""10"": 1}"
1346,"{""00000"": 24, ""01000"": 516, ""01110"": 16, ""11000"": 46, ""10000"": 161, ""01111"": 5, ""10010"": 14, ""01100"": 27, ""11100"": 16, ""00001"": 4, ""11001"": 9, ""01010"": 67, ""10101"": 1, ""11101"": 2, ""10001"": 10, ""11110"": 3, ""10110"": 4, ""01001"": 23, ""10100"": 6, ""00100"": 2, ""10011"": 2, ""11011"": 12, ""11010"": 11, ""01101"": 4, ""00110"": 2, ""11111"": 1, ""01011"": 7, ""10111"": 1, ""00011"": 1, ""00010"": 3}","{""00000"": 17, ""01000"": 750, ""10000"": 233}"
1347,"{""1000"": 38, ""0000"": 740, ""1011"": 2, ""0010"": 62, ""0001"": 47, ""1010"": 17, ""0110"": 11, ""0011"": 10, ""1100"": 13, ""0100"": 32, ""1111"": 4, ""1001"": 17, ""0101"": 4, ""1101"": 1, ""1110"": 2}","{""0000"": 1000}"
1348,"{""01"": 970, ""00"": 20, ""11"": 9, ""10"": 1}","{""01"": 997, ""00"": 3}"
1349,"{""10"": 480, ""00"": 502, ""11"": 8, ""01"": 10}","{""00"": 486, ""10"": 497, ""11"": 7, ""01"": 10}"
1350,"{""0110"": 2, ""1000"": 44, ""0000"": 876, ""0011"": 3, ""0100"": 35, ""0001"": 12, ""0101"": 3, ""0010"": 18, ""1100"": 6, ""1001"": 1}","{""0000"": 1000}"
1351,"{""01"": 977, ""00"": 13, ""11"": 10}","{""01"": 1000}"
1352,"{""101"": 417, ""010"": 444, ""110"": 38, ""000"": 13, ""111"": 37, ""100"": 25, ""001"": 12, ""011"": 14}","{""101"": 476, ""010"": 476, ""111"": 23, ""110"": 25}"
1354,"{""00100"": 656, ""10100"": 30, ""00110"": 116, ""00000"": 48, ""01100"": 35, ""10010"": 10, ""10000"": 30, ""10011"": 1, ""00101"": 14, ""00010"": 13, ""00111"": 6, ""10110"": 13, ""10111"": 1, ""01110"": 9, ""11100"": 8, ""11111"": 1, ""01000"": 3, ""00001"": 1, ""01101"": 2, ""10101"": 1, ""01010"": 1, ""11010"": 1}","{""00110"": 117, ""00100"": 831, ""00010"": 5, ""10000"": 34, ""00000"": 5, ""10010"": 8}"
